seq,ts_us,s0,s1,s2,s3,s4,s5
112,5517706,0,0,0,0,0,0
113,5527706,0,0,0,0,0,0
114,5537706,0,0,0,0,0,0
115,5547706,0,0,0,0,0,0
116,5557706,0,0,0,0,0,0
117,5567706,0,0,0,0,0,0
118,5577706,0,0,0,0,0,0
119,5587706,0,0,0,0,0,0
120,5597706,0,0,0,0,0,0
121,5607706,0,0,0,0,0,0
122,5617706,0,0,0,0,0,0
123,5627706,0,0,0,0,0,0
124,5637706,0,0,0,0,0,0
125,5647706,0,0,0,0,0,0
126,5657706,0,0,0,0,0,0
127,5667706,0,0,0,0,0,0
128,5677706,0,0,0,0,0,0
129,5687706,0,0,0,0,0,0
130,5697706,0,0,0,0,0,0
131,5707706,0,0,0,0,0,0
132,5717706,0,0,0,0,0,0
133,5727706,0,0,0,0,0,0
134,5737706,0,0,0,0,0,0
135,5747706,0,0,0,0,0,0
136,5757706,0,0,0,0,0,0
137,5767706,0,0,0,0,0,0
138,5777706,0,0,0,0,0,0
139,5787706,0,0,0,0,0,0
140,5797706,0,0,0,0,0,0
141,5807706,0,0,0,0,0,0
142,5817706,0,0,0,0,0,0
143,5827706,0,0,0,0,0,0
144,5837706,0,0,0,0,0,0
145,5847706,0,0,0,0,0,0
146,5857706,0,0,0,0,0,0
147,5867706,0,0,0,0,0,0
148,5877706,0,0,0,0,0,0
149,5887706,0,0,0,0,0,0
150,5897706,0,0,0,0,0,0
151,5907706,0,0,0,0,0,0
152,5917706,0,0,0,0,0,0
153,5927706,0,0,0,0,0,0
154,5937706,0,0,0,0,0,0
155,5947706,0,0,0,0,0,0
156,5957706,0,0,0,0,0,0
157,5967706,0,0,0,0,0,0
158,5977706,0,0,0,0,0,0
159,5987706,0,0,0,0,0,0
160,5997706,0,0,0,0,0,0
161,6007706,0,0,0,0,0,0
162,6017706,0,0,0,0,0,0
163,6027706,0,0,0,0,0,0
164,6037706,0,0,0,0,0,0
165,6047706,0,0,0,0,0,0
166,6057706,0,0,0,0,0,0
167,6067706,0,0,0,0,0,0
168,6077706,0,0,0,0,0,0
169,6087706,0,0,0,0,0,0
170,6097706,0,0,0,0,0,0
171,6107706,0,0,0,0,0,0
172,6117706,0,0,0,0,0,0
173,6127706,0,0,0,0,0,0
174,6137706,0,0,0,0,0,0
175,6147706,0,0,0,0,0,0
176,6157706,0,0,0,0,0,0
177,6167706,0,0,0,0,0,0
178,6177706,0,0,0,0,0,0
179,6187706,0,0,0,0,0,0
180,6197706,0,0,0,0,0,0
181,6207706,0,0,0,0,0,0
182,6217706,0,0,0,0,0,0
183,6227706,0,0,0,0,0,0
184,6237706,0,0,0,0,0,0
185,6247706,0,0,0,0,0,0
186,6257706,0,0,0,0,0,0
187,6267706,0,0,0,0,0,0
188,6277706,0,0,0,0,0,0
189,6287706,0,0,0,0,0,0
190,6297706,0,0,0,0,0,0
191,6307706,0,0,0,0,0,0
192,6317706,0,0,0,0,0,0
193,6327706,0,0,0,0,0,0
194,6337706,0,0,0,0,0,0
195,6347706,0,0,0,0,0,0
196,6357706,0,0,0,0,0,0
197,6367706,0,0,0,0,0,0
198,6377706,0,0,0,0,0,0
199,6387706,0,0,0,0,0,0
200,6397706,0,0,0,0,0,0
201,6407706,0,0,0,0,0,0
202,6417706,0,0,0,0,0,0
203,6427706,0,0,0,0,0,0
204,6437706,0,0,0,0,0,0
205,6447706,0,0,0,0,0,0
206,6457706,0,0,0,0,0,0
207,6467706,0,0,0,0,0,0
208,6477706,0,0,0,0,0,0
209,6487706,0,0,0,0,0,0
210,6497706,0,0,0,0,0,2
211,6507706,0,0,0,0,0,0
212,6517706,0,0,0,0,0,0
213,6527706,0,0,0,0,0,0
214,6537706,0,0,0,0,0,0
215,6547706,0,0,0,0,0,0
216,6557706,0,0,0,0,0,0
217,6567706,0,0,0,0,0,0
218,6577706,0,0,0,0,0,0
219,6587706,0,0,0,0,0,0
220,6597706,0,0,0,0,0,0
221,6607706,0,0,0,0,0,0
222,6617706,0,0,0,0,0,0
223,6627706,0,0,0,0,0,0
224,6637706,0,0,0,0,0,0
225,6647706,0,0,0,0,0,0
226,6657706,0,0,0,0,0,0
227,6667706,0,0,0,0,0,0
228,6677706,0,0,0,0,0,0
229,6687706,0,0,0,0,0,0
230,6697706,0,0,0,0,0,0
231,6707706,0,0,0,0,0,0
232,6717706,0,0,0,0,0,0
233,6727706,0,0,0,0,0,0
234,6737706,0,0,0,0,0,0
235,6747706,0,0,0,0,0,0
236,6757706,0,0,0,0,0,0
237,6767706,0,0,0,0,0,0
238,6777706,0,0,0,0,0,0
239,6787706,0,0,0,0,0,0
240,6797706,0,0,0,0,0,0
241,6807706,0,0,0,0,0,0
242,6817706,0,0,0,0,0,0
243,6827706,0,0,0,0,0,0
244,6837706,0,0,0,0,0,0
245,6847706,0,0,0,0,0,0
246,6857706,0,0,0,0,0,0
247,6867706,0,0,0,0,0,0
248,6877706,0,0,0,0,0,0
249,6887706,0,0,0,0,0,0
250,6897706,0,0,0,0,0,0
251,6907706,0,0,0,0,0,0
252,6917706,0,0,0,0,0,0
253,6927706,0,0,0,0,0,0
254,6937706,0,0,0,0,0,0
255,6947706,0,0,0,0,0,0
256,6957706,0,0,0,0,0,0
257,6967706,0,0,0,0,0,0
258,6977706,0,0,0,0,0,0
