seq,ts_us,s0,s1,s2,s3,s4,s5
111,12045732,1064,1143,689,588,0,133
112,12055732,1062,1143,687,586,0,125
113,12065732,1069,1144,686,586,0,125
114,12075732,1067,1145,685,585,0,124
115,12085732,1068,1147,685,584,0,121
116,12095732,1069,1145,685,583,0,118
117,12105732,1069,1147,684,582,0,116
118,12115732,1066,1147,683,582,0,113
119,12125732,1062,1150,683,582,0,110
120,12135732,1072,1148,681,578,0,110
121,12145732,1071,1147,681,575,0,107
122,12155732,1070,1149,680,574,0,107
123,12165732,1068,1148,679,573,0,103
124,12175732,1074,1148,678,573,0,103
125,12185732,1075,1149,678,572,0,103
126,12195732,1074,1148,678,571,0,102
127,12205732,1074,1148,677,571,0,101
128,12215732,1077,1150,679,571,0,101
129,12225732,1076,1149,678,570,0,99
130,12235732,1077,1154,678,570,0,97
131,12245732,1079,1153,678,570,0,94
132,12255732,1079,1153,678,570,0,93
133,12265732,1078,1156,679,570,0,94
134,12275732,1079,1154,678,569,0,93
135,12285732,1079,1156,678,570,0,93
136,12295732,1079,1156,678,570,0,92
137,12305732,1079,1156,679,572,0,93
138,12315732,1080,1158,680,573,0,93
139,12325733,1080,1159,681,576,0,95
140,12335732,1079,1158,682,578,0,99
141,12345732,1080,1157,683,582,0,99
142,12355732,1079,1153,686,584,0,102
143,12365732,1078,1151,686,585,0,103
144,12375732,1077,1151,688,586,0,104
145,12385732,1076,1147,688,526,0,78
146,12395732,1076,1149,692,587,0,105
147,12405732,1074,1148,692,589,0,107
148,12415732,1072,1148,693,589,0,106
149,12425732,1070,1147,694,589,0,111
150,12435732,1069,1146,694,591,0,113
151,12445732,1069,1145,695,591,0,116
152,12455732,1061,1146,697,594,0,119
153,12465732,1068,1144,696,594,0,120
154,12475732,1068,1144,696,595,0,122
155,12485732,1068,1144,696,595,0,134
156,12495732,1067,1144,696,595,0,131
157,12505732,1067,1143,696,595,0,130
158,12515732,1066,1143,694,595,0,107
159,12525732,1066,1143,696,596,0,136
160,12535732,1065,1142,695,596,0,138
161,12545732,1063,1141,697,596,0,136
162,12555732,1062,1141,696,596,0,138
163,12565732,1062,1140,696,597,0,140
164,12575732,1061,1140,696,597,0,143
165,12585732,1061,1140,696,597,0,144
166,12595732,1061,1141,696,597,0,147
167,12605732,1061,1140,696,596,0,146
168,12615732,1060,1140,696,596,0,147
169,12625732,1061,1140,695,597,0,148
170,12635732,1056,1137,694,597,0,148
171,12645732,1058,1139,695,597,0,150
172,12655732,1057,1138,694,597,0,148
173,12665732,1058,1139,695,596,0,145
174,12675732,1057,1139,695,595,0,148
175,12685732,1057,1139,695,597,0,149
176,12695732,1058,1139,695,596,0,150
177,12705732,1056,1102,654,550,0,110
178,12715732,1057,1139,697,597,0,153
179,12725732,1058,1139,696,603,0,149
180,12735732,1056,1138,697,597,0,147
181,12745732,1055,1136,697,598,0,150
182,12755732,1055,1137,697,599,0,149
183,12765732,1054,1135,697,597,0,151
184,12775732,1056,1135,697,600,0,149
185,12785732,1054,1136,697,599,0,149
186,12795732,1054,1136,698,598,0,146
187,12805732,1054,1134,698,601,0,149
188,12815732,1052,1134,698,601,0,149
189,12825732,1051,1134,698,600,0,151
190,12835732,1051,1133,697,601,0,151
191,12845732,1049,1132,698,604,0,151
192,12855732,1049,1131,698,603,0,150
193,12865732,1048,1131,697,602,0,149
194,12875732,1047,1130,698,599,0,152
195,12885732,1047,1130,698,600,0,152
196,12895732,1046,1126,698,542,0,118
197,12905732,1047,1128,698,600,3,151
198,12915732,1045,1128,698,600,0,150
199,12925732,1044,1128,699,603,0,149
200,12935732,1042,1126,699,605,0,153
201,12945732,1040,1126,702,606,0,154
202,12955732,1038,1125,705,607,0,156
