seq,ts_us,s0,s1,s2,s3,s4,s5
158,196212221,0,822,1084,1056,128,800
159,196222221,0,794,1064,1039,118,788
160,196232221,0,759,1041,1025,114,774
161,196242221,0,724,1008,1014,102,757
162,196252221,0,667,987,994,95,733
163,196262221,0,602,957,969,80,697
164,196272221,0,535,931,957,76,670
165,196282221,0,453,911,930,64,650
166,196292221,0,359,811,869,37,570
167,196302221,0,292,847,893,43,573
168,196312221,0,219,0,866,29,527
169,196322221,0,153,0,824,21,471
170,196332221,0,92,0,790,5,407
171,196342221,0,52,0,765,3,343
172,196352221,0,31,0,704,0,281
173,196362221,0,4,0,665,0,222
174,196372221,0,0,478,616,0,159
175,196382221,0,0,436,567,0,111
176,196392221,0,0,381,530,0,80
177,196402221,0,0,359,460,0,30
178,196412221,0,0,327,407,0,0
179,196422221,0,0,298,354,0,0
180,196432221,0,0,262,283,0,0
181,196442221,0,0,258,263,0,0
182,196452221,0,0,234,230,0,0
183,196462221,0,0,224,196,0,0
184,196472221,0,0,216,166,0,0
185,196482221,0,0,200,137,0,0
186,196492221,0,0,192,123,0,0
187,196502221,0,0,186,117,0,0
188,196512221,0,0,180,112,0,0
189,196522221,0,0,175,102,0,0
190,196532221,0,0,171,92,0,0
191,196542221,0,0,157,87,0,0
192,196552221,2,3,149,76,0,0
193,196562221,0,0,140,72,0,0
194,196572221,0,0,136,63,0,0
195,196582221,0,0,133,56,0,0
196,196592221,0,0,125,52,0,0
197,196602221,0,0,122,44,0,0
198,196612222,0,2,117,41,0,0
199,196622221,0,0,115,38,0,0
200,196632221,0,0,114,35,0,0
201,196642221,0,0,106,31,0,0
202,196652221,0,0,102,28,0,0
203,196662221,0,0,101,26,0,0
204,196672221,0,0,100,25,0,0
205,196682221,0,0,93,24,0,0
206,196692221,0,0,97,23,0,0
207,196702221,0,0,99,22,0,0
208,196712221,0,0,101,20,0,0
209,196722221,0,0,102,19,0,0
210,196732221,0,0,101,18,0,0
211,196742221,0,0,101,19,0,0
212,196752221,0,0,94,12,0,0
213,196762221,0,0,95,12,0,0
214,196772221,0,0,95,10,0,0
215,196782221,0,0,99,11,0,0
216,196792221,0,0,103,11,0,0
217,196802221,0,0,106,10,0,0
218,196812221,0,0,110,10,0,0
219,196822221,0,0,112,2,0,0
220,196832221,0,0,118,9,0,0
221,196842221,0,0,119,9,0,0
222,196852221,0,0,122,7,0,0
223,196862221,0,0,124,7,0,0
224,196872221,0,0,126,7,0,0
225,196882221,0,0,130,7,0,0
226,196892221,0,14,109,3,0,0
227,196902221,0,110,136,7,0,0
228,196912221,0,119,138,6,0,0
229,196922221,0,122,138,4,0,0
230,196932221,0,133,141,3,0,0
231,196942221,0,137,145,3,0,0
232,196952221,0,133,116,0,0,0
233,196962221,0,141,148,3,0,0
234,196972221,0,145,151,4,0,0
235,196982221,0,149,152,6,0,0
236,196992221,0,153,153,6,0,0
237,197002221,0,153,155,7,0,0
238,197012221,0,151,160,8,0,0
239,197022221,0,124,162,9,0,0
240,197032221,0,147,165,11,0,0
241,197042221,0,139,166,14,0,0
242,197052221,0,137,169,16,0,0
243,197062221,0,124,169,17,0,0
244,197072221,0,121,172,15,0,0
245,197082221,0,87,178,20,0,0
246,197092221,0,110,185,22,0,0
247,197102221,0,111,194,26,0,0
248,197112221,0,106,205,36,0,0
249,197122221,0,104,212,42,0,0
250,197132221,0,109,225,51,0,0
251,197142221,0,79,198,72,0,0
252,197152221,0,61,276,131,0,0
253,197162221,0,31,314,212,0,49
254,197172221,0,10,355,283,0,161
255,197182221,0,0,402,372,0,329
256,197192221,0,0,432,473,0,521
257,197202221,0,0,439,564,4,590
258,197212221,0,0,0,710,86,743
259,197222221,0,0,0,820,160,0
260,197232221,0,0,695,912,226,0
261,197242221,0,0,773,995,279,0
262,197252221,0,0,864,1056,310,1016
263,197262221,0,0,966,1101,330,1061
264,197272221,0,0,1055,1145,348,1092
265,197282221,0,0,1113,1182,355,1116
266,197292221,0,3,1162,1210,363,1131
267,197302221,0,49,1206,1235,360,1139
268,197312221,0,105,1243,1254,345,1149
269,197322221,0,177,1265,1268,341,1156
270,197332221,0,241,1278,1281,327,1158
271,197342221,0,302,1295,1293,313,1162
272,197352221,0,366,1306,1301,304,0
273,197362221,0,417,1315,1304,296,0
274,197372221,0,483,1322,1307,293,0
275,197382221,0,547,1326,1308,289,0
276,197392221,0,603,1331,1308,290,0
277,197402221,0,605,1326,1308,292,0
278,197412221,0,701,1333,1305,294,0
279,197422221,0,740,1332,1302,292,0
280,197432221,0,771,1334,1300,296,0
281,197442221,0,792,1328,1297,298,0
282,197452221,0,807,1326,1293,297,0
283,197462221,0,819,1323,1214,286,0
284,197472221,0,836,1321,1287,301,0
285,197482221,0,853,1316,1280,303,0
286,197492221,0,869,1310,1273,309,0
287,197502221,0,884,1304,1269,315,0
288,197512221,0,898,1305,1266,322,0
289,197522221,0,914,1298,1261,310,0
290,197532221,0,922,1301,1259,326,0
291,197542221,0,931,1301,1260,331,0
292,197552221,0,936,1300,1258,338,0
293,197562221,0,937,1299,1259,340,1
294,197572221,0,941,1299,1258,354,0
295,197582221,0,948,1300,1259,366,0
296,197592221,0,952,1300,1184,357,0
297,197602221,0,958,1302,1253,375,0
298,197612221,0,965,1303,1263,380,0
299,197622221,0,967,1304,1260,394,0
300,197632221,0,971,1305,1258,396,0
301,197642221,0,971,1306,1264,404,0
302,197652221,0,967,1306,1192,394,0
303,197662221,0,970,1307,1265,414,0
304,197672221,0,969,1307,1262,426,0
305,197682221,0,968,1308,1261,432,0
306,197692221,0,967,1306,1259,431,0
307,197702221,0,968,1307,1262,431,0
308,197712221,0,970,1304,1259,436,0
309,197722221,0,973,1305,1250,440,0
310,197732221,0,974,1304,1256,430,0
311,197742221,0,981,1301,1244,420,0
312,197752221,0,991,1294,1236,410,0
313,197762221,0,1001,1289,1235,393,0
314,197772221,0,1016,1287,1220,383,0
315,197782221,0,1031,1283,1205,372,0
316,197792221,0,1044,1275,1203,342,0
317,197802221,0,1014,1272,1192,328,0
318,197812221,0,981,1263,1185,309,0
319,197822221,0,442,1256,1178,294,0
320,197832221,0,0,1249,1156,283,0
321,197842221,0,0,1241,1142,266,0
322,197852221,0,0,1230,1126,254,0
323,197862221,0,0,1225,1117,235,604
324,197872221,0,0,1212,1105,223,679
325,197882221,0,0,1203,1092,208,665
326,197892221,0,0,1188,1077,188,654
327,197902221,0,0,1177,1062,181,645
328,197912221,0,0,1162,1051,164,637
329,197922221,0,0,1154,1041,145,634
330,197932221,0,487,1147,1030,129,629
331,197942221,0,0,1147,1022,122,622
332,197952221,0,0,1145,1020,115,621
333,197962221,0,0,1145,1021,111,621
334,197972221,0,0,1141,1022,116,623
335,197982221,0,1016,1138,1022,117,630
336,197992221,0,977,1132,1023,122,638
337,198002221,0,919,1123,1023,133,649
338,198012221,0,852,1113,1024,141,657
339,198022221,2,761,1098,1027,153,665
340,198032221,0,656,1088,1024,160,674
341,198042221,0,524,1068,1018,177,682
342,198052221,0,395,1043,1009,185,680
343,198062221,0,235,999,992,202,671
344,198072221,0,122,938,957,213,648
345,198082221,0,63,871,919,210,629
346,198092221,0,7,793,866,226,619
347,198102221,0,0,710,805,237,616
348,198112221,0,0,625,726,230,618
349,198122221,0,0,541,631,217,621
350,198132221,0,0,471,532,180,0
351,198142221,0,0,405,420,104,571
352,198152221,0,0,312,299,0,483
353,198162221,0,0,0,159,0,306
354,198172221,0,0,154,84,0,151
355,198182221,0,0,101,45,0,17
356,198192221,0,0,60,24,0,0
357,198202221,0,0,33,7,0,0
358,198212221,0,0,31,5,0,0
359,198222221,0,0,43,8,0,0
360,198232221,0,0,70,15,0,0
361,198242221,0,0,87,20,0,0
362,198252221,0,0,104,30,0,0
363,198262221,0,0,123,39,0,0
364,198272221,0,0,139,44,0,0
365,198282221,0,0,148,45,0,0
366,198292221,0,0,156,46,0,0
367,198302221,0,0,160,45,0,0
368,198312221,0,0,164,44,0,0
369,198322221,0,0,166,44,0,0
370,198332221,0,0,165,43,0,0
371,198342221,0,0,167,41,0,0
372,198352221,0,0,158,36,0,0
373,198362221,0,0,151,27,0,0
374,198372221,0,0,136,20,0,0
375,198382221,0,0,113,9,0,0
376,198392221,0,0,93,3,0,0
377,198402221,0,0,75,0,0,0
378,198412221,0,0,56,0,0,0
379,198422221,0,0,39,0,0,0
380,198432221,0,0,26,0,0,0
381,198442221,0,0,25,0,0,0
382,198452221,0,0,29,0,0,0
383,198462221,0,0,39,0,0,0
384,198472221,0,0,60,4,0,0
385,198482221,0,0,80,14,0,0
386,198492221,0,0,101,35,0,0
387,198502221,0,0,128,54,0,0
388,198512221,0,0,148,73,0,0
389,198522221,0,0,163,75,0,0
390,198532221,0,0,167,71,0,0
391,198542221,0,0,167,56,0,0
392,198552221,0,0,170,52,0,0
393,198562221,0,0,172,51,0,0
394,198572221,0,187,166,31,0,0
395,198582221,0,477,165,14,0,0
396,198592221,0,714,165,2,0,0
397,198602221,0,885,170,0,0,0
398,198612221,0,1002,170,0,0,0
399,198622221,0,1096,168,0,0,0
400,198632221,0,1175,164,0,0,0
401,198642221,0,1246,178,0,0,0
402,198652221,0,1310,205,1,0,0
403,198662221,0,1369,237,11,0,0
404,198672221,0,1415,254,13,0,0
405,198682221,0,1448,267,20,0,0
406,198692221,0,1477,284,33,0,0
407,198702221,0,1505,305,49,0,0
408,198712221,0,1527,334,57,0,0
409,198722221,0,1560,362,62,0,0
410,198732221,0,1588,377,72,0,0
411,198742221,0,1611,394,73,0,0
412,198752221,0,1627,421,74,0,0
413,198762221,0,1641,436,75,0,0
414,198772221,0,1651,454,80,0,0
415,198782221,0,1658,474,79,0,0
416,198792221,0,1668,487,82,0,0
417,198802221,0,1672,499,84,0,0
418,198812221,0,1671,506,57,0,0
419,198822221,0,1677,521,79,0,0
420,198832221,0,1679,525,77,0,0
421,198842221,0,1680,523,76,0,0
422,198852221,0,1678,524,74,0,0
423,198862221,0,1675,525,73,0,0
424,198872221,0,1671,516,77,0,0
425,198882221,0,1662,511,72,0,0
426,198892221,0,1657,501,73,0,0
427,198902221,0,1651,488,69,0,0
428,198912221,0,1643,485,74,0,0
429,198922221,0,1637,488,77,0,0
430,198932221,0,1630,502,85,0,0
431,198942221,0,1548,497,97,0,0
432,198952221,0,1612,583,142,0,0
433,198962221,0,1604,630,194,0,0
434,198972221,0,1589,671,231,0,0
435,198982221,0,1571,726,284,0,0
436,198992221,0,1552,772,352,0,0
437,199002221,0,1529,820,420,0,0
438,199012221,0,1511,871,503,0,0
439,199022221,0,1491,915,571,0,0
440,199032221,0,1463,953,646,0,0
441,199042221,0,1437,1008,722,0,0
442,199052221,0,1404,1073,791,0,0
443,199062221,0,1367,1111,864,0,0
444,199072221,0,1319,1143,922,0,34
445,199082221,0,1268,1174,975,0,126
446,199092221,0,1201,1202,1040,40,249
447,199102221,0,1128,1228,1078,109,355
