seq,ts_us,s0,s1,s2,s3,s4,s5
117,32383659,931,999,1094,1144,853,1391
118,32393659,922,991,1097,1144,845,1379
119,32403659,909,982,1095,1147,849,1291
120,32413659,892,969,1097,1150,843,1289
121,32423659,878,952,1096,1155,843,1287
122,32433659,866,938,1094,1152,850,1292
123,32443659,843,923,1089,1150,856,1304
124,32453659,817,908,1089,1150,855,1271
125,32463659,794,887,1083,1146,855,1424
126,32473659,756,861,1077,1144,851,1444
127,32483659,708,835,1068,1142,848,1463
128,32493659,621,798,1059,1138,850,1472
129,32503659,527,747,1044,1134,852,1448
130,32513659,420,676,1026,1126,856,1434
131,32523659,310,601,1004,1118,858,1393
132,32533659,237,489,980,1111,852,1481
133,32543659,180,371,953,1102,837,1479
134,32553659,100,268,926,1098,827,1417
135,32563659,24,179,891,1091,792,1461
136,32573659,0,129,862,1082,759,1396
137,32583659,0,62,828,1072,732,1272
138,32593659,0,23,783,1064,695,1365
139,32603659,3,0,720,1050,633,1376
140,32613659,0,0,664,1026,572,1335
141,32623659,0,0,617,1006,532,1301
142,32633659,0,0,568,986,462,1251
143,32643659,0,0,516,965,402,1178
144,32653659,0,0,477,936,354,1145
145,32663659,0,0,440,895,279,1098
146,32673659,0,0,408,854,197,1048
147,32683659,0,0,388,804,122,991
148,32693659,0,0,351,684,52,883
149,32703659,0,0,333,688,25,886
150,32713659,0,0,327,650,0,796
151,32723659,0,0,314,533,0,717
152,32733659,0,0,296,0,0,598
153,32743659,0,0,277,0,0,477
154,32753659,0,0,260,0,0,326
155,32763659,0,0,233,0,0,185
156,32773659,0,0,213,362,0,44
157,32783659,0,0,186,0,0,0
158,32793659,0,0,152,0,0,0
159,32803659,0,0,136,0,0,0
160,32813659,0,0,125,0,0,0
161,32823659,0,0,109,0,0,0
162,32833659,0,0,103,0,0,0
163,32843659,0,0,100,0,0,0
164,32853659,0,0,97,0,0,0
165,32863659,0,0,88,0,0,0
166,32873659,0,0,84,0,0,0
167,32883659,0,0,88,0,0,0
168,32893659,0,0,85,45,0,0
169,32903659,0,0,85,62,0,0
170,32913659,0,0,85,86,0,0
171,32923659,0,0,86,104,0,0
172,32933659,0,0,86,147,0,0
173,32943659,0,0,84,118,0,0
174,32953659,0,0,86,139,0,0
175,32963659,0,0,87,138,0,0
176,32973659,0,0,82,161,0,0
177,32983659,0,0,80,151,0,0
178,32993659,0,0,84,165,0,0
179,33003659,0,0,91,174,0,0
180,33013659,0,0,93,172,0,0
181,33023659,0,0,96,166,0,0
182,33033659,0,0,89,151,0,0
183,33043659,0,0,68,147,0,0
184,33053659,0,0,58,144,0,0
185,33063659,0,0,50,128,0,0
186,33073659,0,0,44,127,0,0
187,33083659,0,0,42,118,0,0
188,33093659,0,0,39,115,0,0
189,33103659,0,0,31,113,0,0
190,33113659,0,0,29,105,0,0
191,33123659,0,0,29,105,0,0
192,33133659,0,0,21,106,0,0
193,33143659,0,0,27,101,0,0
194,33153659,0,0,11,94,0,0
195,33163659,0,0,12,91,0,0
196,33173659,0,0,16,88,0,0
197,33183659,0,0,18,94,0,0
198,33193659,0,0,21,100,0,0
199,33203659,0,0,6,96,0,0
200,33213659,0,3,22,99,0,0
201,33223659,0,14,25,97,0,0
202,33233659,0,24,22,87,0,0
203,33243659,0,28,18,84,0,0
204,33253659,0,27,8,74,0,0
205,33263659,0,24,0,70,0,0
206,33273659,0,23,0,65,0,0
207,33283659,0,28,0,66,0,0
